sample_id	num_contigs	size	gc	md5	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	primary_cluster_id	secondary_cluster_id	predicted_host_range_overall_rank	predicted_host_range_overall_name	observed_host_range_ncbi_rank	observed_host_range_ncbi_name	reported_host_range_lit_rank	reported_host_range_lit_name	associated_pmid(s)
NRLAR-22-ESBL-22-0863-1-FH20_173 NRLAR-22-ESBL-22-0863-1-FH20 #173	1	359	0.6239554317548747	ee423b17cc67989431bb6e22064e0589	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_174 NRLAR-22-ESBL-22-0863-1-FH20 #174	1	338	0.4556213017751479	f4fe5413c1adebc381c96de05b4f1be9	-	-	-	-	-	-	-	-	non-mobilizable	CP017280	0.263022	Enterobacter ludwigii	AF888	AP896	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_175 NRLAR-22-ESBL-22-0863-1-FH20 #175	1	331	0.5558912386706949	be02b5ce44c33db45708314cbbad17d2	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_176 NRLAR-22-ESBL-22-0863-1-FH20 #176	1	317	0.3470031545741325	0d9ecfe6655b4da761b5bf7fb1ea4ce8	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_177 NRLAR-22-ESBL-22-0863-1-FH20 #177	1	327	0.6483180428134556	908c3555c7c9aae2251a880b30cf1278	-	-	-	-	-	-	-	-	non-mobilizable	CP034740	0.243761	Escherichia coli	AF232	AP155	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_178 NRLAR-22-ESBL-22-0863-1-FH20 #178	1	312	0.5352564102564102	a40e1e87ff2987bc1b4b6a2a40424832	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_179 NRLAR-22-ESBL-22-0863-1-FH20 #179	1	300	0.6133333333333333	c7ee37470edcb3f1d1dcd46089b6236f	-	-	-	-	-	-	-	-	non-mobilizable	MK088079	0.295981	Klebsiella pneumoniae	AA002	AH539	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_180 NRLAR-22-ESBL-22-0863-1-FH20 #180	1	277	0.5451263537906137	29f373f35efe94525b3e2db03fb35922	-	-	-	-	-	-	-	-	non-mobilizable	CP014087	0.145727	Escherichia coli	AG401	AQ434	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_181 NRLAR-22-ESBL-22-0863-1-FH20 #181	1	273	0.5714285714285714	00a6b3a7354427d64b1302ef873a4afb	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_182 NRLAR-22-ESBL-22-0863-1-FH20 #182	1	261	0.5134099616858238	0c5fca56704e3a41decefcaa1c1a76d6	-	-	-	-	-	-	-	-	non-mobilizable	CP020349	0.243761	Pasteurella multocida subsp. septica	AF885	AP893	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_183 NRLAR-22-ESBL-22-0863-1-FH20 #183	1	259	0.4555984555984556	326734b6352578824860d878ab731306	-	-	-	-	-	-	-	-	non-mobilizable	CP024095	0.243761	Escherichia coli	AG659	AQ711	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_184 NRLAR-22-ESBL-22-0863-1-FH20 #184	1	257	0.4085603112840467	ec2a4174dc65f0b066997e06e6c093f9	-	-	-	-	-	-	-	-	non-mobilizable	NC_006881	0.295981	Escherichia coli	AA161	AH807	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_185 NRLAR-22-ESBL-22-0863-1-FH20 #185	1	247	0.44534412955465585	83ed7fbc7ae8876ae1cd39351f569971	-	-	-	-	-	-	-	-	non-mobilizable	CP017280	0.263022	Enterobacter ludwigii	AF888	AP896	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_186 NRLAR-22-ESBL-22-0863-1-FH20 #186	1	255	0.5686274509803921	2db7c327d641527252512f1a0e774042	-	-	-	-	-	-	-	-	non-mobilizable	HQ201416	0.186761	Escherichia coli	AC302	AL432	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_187 NRLAR-22-ESBL-22-0863-1-FH20 #187	1	255	0.4549019607843137	5711c5cbf1a1769eeffedddab46a1d48	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_188 NRLAR-22-ESBL-22-0863-1-FH20 #188	1	252	0.3888888888888889	3cf870615b428f3b1375e2f4d92c4a08	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_189 NRLAR-22-ESBL-22-0863-1-FH20 #189	1	255	0.396078431372549	e445173945df45e42b64c82ce0cb2427	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_190 NRLAR-22-ESBL-22-0863-1-FH20 #190	1	255	0.4196078431372549	a356746e365b0ae18b730d7ad250a3ef	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_191 NRLAR-22-ESBL-22-0863-1-FH20 #191	1	240	0.5708333333333333	63afc3f0411b40dd3c93295ca8699aea	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_192 NRLAR-22-ESBL-22-0863-1-FH20 #192	1	255	0.5176470588235295	e3c2327592315c9340b870e6a3e5e07b	-	-	-	-	-	-	-	-	non-mobilizable	CP020349	0.243761	Pasteurella multocida subsp. septica	AF885	AP893	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_193 NRLAR-22-ESBL-22-0863-1-FH20 #193	1	255	0.5215686274509804	0c8f3fa046c2acc228179d39ba754fcb	-	-	-	-	-	-	-	-	non-mobilizable	KY463220	0.219531	Escherichia coli	AA323	AI215	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_194 NRLAR-22-ESBL-22-0863-1-FH20 #194	1	255	0.3411764705882353	3e1a70759d19b4af57b172ab5a123442	-	-	-	-	-	-	-	-	non-mobilizable	CP034740	0.145727	Escherichia coli	AF232	AP155	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_195 NRLAR-22-ESBL-22-0863-1-FH20 #195	1	255	0.49019607843137253	bb7011c334a23c83a34101593ad2420f	-	-	-	-	-	-	-	-	non-mobilizable	KY463220	0.243761	Escherichia coli	AA323	AI215	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_196 NRLAR-22-ESBL-22-0863-1-FH20 #196	1	255	0.49019607843137253	14d2ca15b6fa5017703d310dfe0cf319	-	-	-	-	-	-	-	-	non-mobilizable	KY463220	0.243761	Escherichia coli	AA323	AI215	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_197 NRLAR-22-ESBL-22-0863-1-FH20 #197	1	255	0.5490196078431373	aba5f8113c27f330d8f319d67fea94cf	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_198 NRLAR-22-ESBL-22-0863-1-FH20 #198	1	255	0.5607843137254902	caf720df237a17ac3cbcc45c165887fd	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_199 NRLAR-22-ESBL-22-0863-1-FH20 #199	1	255	0.4980392156862745	2c1acd59353946045cbcc1768a8d5cb7	-	-	-	-	-	-	-	-	non-mobilizable	CP029977	0.23011	Escherichia coli	AA372	AI346	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_200 NRLAR-22-ESBL-22-0863-1-FH20 #200	1	225	0.5066666666666667	ad979abb82ba012be7fd4ca8b7bb73c9	-	-	-	-	-	-	-	-	non-mobilizable	CP031655	0.219531	Escherichia coli	AA323	AI215	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_201 NRLAR-22-ESBL-22-0863-1-FH20 #201	1	255	0.5254901960784314	25a08039d7e3fbd4091fe93b13a25816	-	-	-	-	-	-	-	-	non-mobilizable	KY463220	0.263022	Escherichia coli	AA323	AI215	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_202 NRLAR-22-ESBL-22-0863-1-FH20 #203	1	255	0.39215686274509803	2ed4356ca54543545ffbf355c309159a	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_203 NRLAR-22-ESBL-22-0863-1-FH20 #204	1	255	0.49019607843137253	1235a0e9f3f41dd9c2d2a2fef2c2bf69	-	-	-	-	-	-	-	-	non-mobilizable	KY463220	0.243761	Escherichia coli	AA323	AI215	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_204 NRLAR-22-ESBL-22-0863-1-FH20 #205	1	255	0.6771653543307087	1409c9c8c0ca9ec1985b6306e05e0f01	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_205 NRLAR-22-ESBL-22-0863-1-FH20 #206	1	255	0.5215686274509804	743d9bc4855a253d3bcf6db5eeecdcc4	-	-	-	-	-	-	-	-	non-mobilizable	KY463220	0.263022	Escherichia coli	AA323	AI215	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_206 NRLAR-22-ESBL-22-0863-1-FH20 #207	1	255	0.48627450980392156	16cfaf4b4f73ab059d8f8b31e2977dde	-	-	-	-	-	-	-	-	non-mobilizable	KY463220	0.243761	Escherichia coli	AA323	AI215	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_207 NRLAR-22-ESBL-22-0863-1-FH20 #208	1	254	0.5196850393700787	e4b8976c9e57e5ad3e399abb60de77f5	-	-	-	-	-	-	-	-	non-mobilizable	NC_010064	0.113823	Escherichia coli	AD092	AM522	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_208 NRLAR-22-ESBL-22-0863-1-FH20 #209	1	253	0.4268774703557312	f30629b5b9b05c70700eab4846c384ff	-	-	-	-	-	-	-	-	non-mobilizable	NC_010064	0.113823	Escherichia coli	AD092	AM522	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_209 NRLAR-22-ESBL-22-0863-1-FH20 #210	1	253	0.5296442687747036	1b31190fd2e469688ac46f8951edc8c8	-	-	-	-	-	-	-	-	non-mobilizable	NC_010064	0.115759	Escherichia coli	AD092	AM522	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_210 NRLAR-22-ESBL-22-0863-1-FH20 #211	1	252	0.5238095238095238	7e88e5e574cbd09606e0b9404e1de6c5	-	-	-	-	-	-	-	-	non-mobilizable	NC_010064	0.0820539	Escherichia coli	AD092	AM522	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_211 NRLAR-22-ESBL-22-0863-1-FH20 #212	1	249	0.39759036144578314	92d8ec7f860e83b2f7dfd0d1e7ff35e8	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_212 NRLAR-22-ESBL-22-0863-1-FH20 #213	1	247	0.4251012145748988	a0577566397b1af25d6732eae153b7fd	-	-	-	-	-	-	-	-	non-mobilizable	CP030229	0.295981	Salmonella enterica	AG198	AQ219	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_213 NRLAR-22-ESBL-22-0863-1-FH20 #214	1	229	0.5458515283842795	b3d0d2b9b9683874d266503f78604d1a	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_214 NRLAR-22-ESBL-22-0863-1-FH20 #215	1	207	0.5748792270531401	0015b6785551195edbcc5d2ac20878fc	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
NRLAR-22-ESBL-22-0863-1-FH20_215 NRLAR-22-ESBL-22-0863-1-FH20 #216	1	203	0.541871921182266	e1f09b958c4a8ceaa484ffe90b6158c4	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-
